timestamp,frame_num,action,reasoning,detected_objects
1775716845.4131198,72,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.09m | r:2.52)
1775716845.8904994,73,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.09m | r:2.51)
1775716846.360215,74,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.09m | r:2.51)
1775716846.7999825,75,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.10m | r:2.51)
1775716847.34286,76,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.17m | r:2.36)
1775716847.8416789,77,TURN_LEFT,"Center risky (2.5), moving to safest: Left (0.4)",person(dynamic_obstacles | d:1.19m | r:2.33)
1775716848.3117895,78,TURN_LEFT,"Center risky (2.5), moving to safest: Left (0.4)",person(dynamic_obstacles | d:1.21m | r:2.30)
1775716848.762632,79,TURN_LEFT,"Center risky (2.5), moving to safest: Left (0.3)",person(dynamic_obstacles | d:1.27m | r:2.20)
1775716849.2474732,80,TURN_LEFT,"Center risky (2.4), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.29m | r:2.16)
1775716849.8029199,81,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.12m | r:2.46)
1775716850.237882,82,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.09m | r:2.52)
1775716850.686853,83,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.08m | r:2.55)
1775716851.1395378,84,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.08m | r:2.54)
1775716851.638675,85,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.08m | r:2.53)
1775716852.1431024,86,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.08m | r:2.54)
1775716852.6086519,87,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.08m | r:2.55)
1775716853.088529,88,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.08m | r:2.54)
1775716853.5413435,89,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.09m | r:2.53)
1775716854.0738459,90,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.07m | r:2.57)
1775716854.5966234,91,MOVE_FORWARD,Center is lowest risk (0.1),person(dynamic_obstacles | d:1.19m | r:2.33)
1775716855.046135,92,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.21m | r:2.29)
1775716855.527404,93,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.24m | r:2.25)
1775716856.0232897,94,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.21m | r:2.30)
1775716856.5596664,95,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.20m | r:2.30)
1775716857.0155287,96,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.19m | r:2.33)
1775716857.4705863,97,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.26m | r:2.21)
1775716857.9182372,98,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:3.13m | r:0.93)
1775716858.45113,99,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.33m | r:2.10)
1775716858.9796796,100,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.45m | r:1.94)
1775716859.4347973,101,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.20m | r:2.30)
1775716859.9007733,102,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.19m | r:2.32)
1775716860.3561707,103,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.17m | r:2.36)
1775716860.8787456,104,MOVE_FORWARD,Center is lowest risk (0.1),person(dynamic_obstacles | d:1.17m | r:2.37)
1775716861.3380954,105,MOVE_FORWARD,Center is lowest risk (0.3),person(dynamic_obstacles | d:1.26m | r:2.21)
1775716861.7824855,106,TURN_RIGHT,"Center risky (0.4), moving to safest: Right (0.1)",None
1775716862.2667491,107,TURN_RIGHT,"Center risky (0.5), moving to safest: Right (0.1)",None
1775716862.7165651,108,TURN_RIGHT,"Center risky (0.4), moving to safest: Right (0.1)",None
1775716863.223055,109,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.2)",None
1775716863.6970155,110,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.2)",None
1775716864.1321893,111,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.1)",None
1775716864.5746524,112,MOVE_FORWARD,Center is lowest risk (0.1),cat(dynamic_obstacles | d:1.35m | r:2.08)
1775716865.3549962,113,TURN_LEFT,"Center risky (2.1), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.42m | r:1.98)
1775716865.8310645,114,TURN_LEFT,"Center risky (2.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.26m | r:2.20)
1775716866.294392,115,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",None
1775716866.7416139,116,TURN_LEFT,"Center risky (0.3), moving to safest: Left (0.2)",None
1775716867.2067688,117,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",None
1775716867.753972,118,MOVE_FORWARD,Center is lowest risk (0.3),person(dynamic_obstacles | d:1.74m | r:1.63)
1775716868.3448684,119,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.27m | r:2.19)
1775716868.8246775,120,TURN_LEFT,"Center risky (2.5), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.15m | r:2.39)
1775716869.3311293,121,TURN_LEFT,"Center risky (2.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.30m | r:2.15)
1775716869.927709,122,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",None
1775716870.4073787,123,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",None
1775716870.8797767,124,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",None
1775716871.3369303,125,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",None
1775716871.7827795,126,TURN_LEFT,"Center risky (0.3), moving to safest: Left (0.1)",None
1775716872.326379,127,MOVE_FORWARD,Center is lowest risk (0.1),None
1775716872.7843814,128,MOVE_FORWARD,Center is lowest risk (0.2),None
1775716873.270579,129,MOVE_FORWARD,Center is lowest risk (0.2),None
1775716873.7091277,130,MOVE_FORWARD,Center is lowest risk (0.1),None
1775716874.171433,131,MOVE_FORWARD,Center is lowest risk (0.1),None
1775716874.7292013,132,MOVE_FORWARD,Center is lowest risk (0.1),None
1775716875.1864033,133,MOVE_FORWARD,Center is lowest risk (0.1),None
1775716875.6380198,134,MOVE_FORWARD,Center is lowest risk (0.2),None
1775716876.0834672,135,MOVE_FORWARD,Center is lowest risk (0.1),None
1775716876.512369,136,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.1)",None
1775716877.0300312,137,TURN_RIGHT,"Center risky (0.8), moving to safest: Right (0.1)",None
1775716877.4879894,138,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.1)",None
1775716877.9304197,139,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.2)",None
1775716878.4081392,140,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.6)",None
1775716878.86355,141,TURN_RIGHT,"Center risky (0.6), moving to safest: Right (0.5)",None
1775716879.3887837,142,TURN_RIGHT,"Center risky (0.6), moving to safest: Right (0.5)",None
1775716879.8441954,143,TURN_RIGHT,"Center risky (0.5), moving to safest: Right (0.4)",None
1775716880.2896786,144,TURN_LEFT,"Center risky (0.5), moving to safest: Left (0.4)",None
1775716880.7229931,145,TURN_LEFT,"Center risky (0.5), moving to safest: Left (0.5)",None
1775716881.199761,146,TURN_LEFT,"Center risky (0.6), moving to safest: Left (0.5)",None
1775716881.6850655,147,TURN_LEFT,"Center risky (0.5), moving to safest: Left (0.5)",None
1775716882.1382446,148,TURN_LEFT,"Center risky (0.6), moving to safest: Left (0.5)",None
1775716882.5956638,149,TURN_LEFT,"Center risky (0.5), moving to safest: Left (0.5)",None
1775716883.232569,150,TURN_LEFT,"Center risky (0.6), moving to safest: Left (0.6)",None
1775716883.8066995,151,TURN_RIGHT,"Center risky (0.4), moving to safest: Right (0.3)",None
1775716884.2609994,152,TURN_RIGHT,"Center risky (0.4), moving to safest: Right (0.3)",None
1775716884.6993482,153,TURN_RIGHT,"Center risky (0.4), moving to safest: Right (0.3)",None
1775716885.1564503,154,TURN_RIGHT,"Center risky (0.4), moving to safest: Right (0.3)",None
1775716885.634251,155,TURN_RIGHT,"Center risky (0.4), moving to safest: Right (0.4)",None
1775716886.1659477,156,TURN_RIGHT,"Center risky (0.5), moving to safest: Right (0.4)",None
1775716886.6141005,157,TURN_RIGHT,"Center risky (0.5), moving to safest: Right (0.3)",None
1775716887.3567328,158,TURN_RIGHT,"Center risky (0.5), moving to safest: Right (0.3)",None
1775716887.9976761,159,TURN_RIGHT,"Center risky (0.3), moving to safest: Right (0.2)",None
1775716888.6032772,160,TURN_LEFT,"Center risky (0.3), moving to safest: Left (0.1)",None
1775716889.0535412,161,MOVE_FORWARD,Center is lowest risk (0.3),None
1775716889.5000618,162,TURN_LEFT,"Center risky (0.3), moving to safest: Left (0.1)",None
1775716889.945781,163,TURN_RIGHT,"Center risky (0.6), moving to safest: Right (0.4)",None
1775716890.4576967,164,TURN_RIGHT,"Center risky (0.6), moving to safest: Right (0.1)",None
1775716890.9167006,165,TURN_RIGHT,"Center risky (0.6), moving to safest: Right (0.1)",None
1775716891.355979,166,TURN_RIGHT,"Center risky (0.7), moving to safest: Right (0.1)",None
1775716891.821698,167,TURN_RIGHT,"Center risky (0.3), moving to safest: Right (0.2)",None
1775716892.2666824,168,MOVE_FORWARD,Center is lowest risk (0.2),None
1775716892.772457,169,TURN_LEFT,"Center risky (0.3), moving to safest: Left (0.1)",None
1775716893.2084932,170,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",None
1775716893.6624343,171,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716894.1014633,172,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716894.5379558,173,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716895.0453956,174,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716895.4978442,175,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716895.9327214,176,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716896.3654602,177,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716896.8059735,178,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716897.360055,179,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716897.8007848,180,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
1775716898.2350578,181,TURN_LEFT,"Center risky (0.4), moving to safest: Left (0.2)",None
